#GeneID	Symbol	Synonyms	chromosome	map_location
27113	BBC3	JFY-1|JFY1|PUMA	19	19q13.32
27115	PDE7B	bA472E5.1	6	6q23.3
27120	DKKL1	CT34|SGY|SGY-1|SGY1	19	19q13.33
27121	DKK4	DKK-4	8	8p11.21
27122	DKK3	REIC|RIG	11	11p15.3
27123	DKK2	DKK-2	4	4q25
27124	INPP5J	INPP5|PIB5PA|PIPP	22	22q12.2
27125	AFF4	AF5Q31|CHOPS|MCEF	5	5q31.1
27127	SMC1B	SMC1BETA|SMC1L2	22	22q13.31
27128	CYTH4	CYT4|DJ63G5.1|PSCD4|cytohesin-4	22	22q13.1
27129	HSPB7	cvHSP	1	1p36.13
27130	INVS	INV|NPH2|NPHP2	9	9q31.1
27131	SNX5	-	20	20p11.23
27132	CPNE7	-	16	16q24.3
27133	KCNH5	EAG2|H-EAG2|Kv10.2|hEAG2	14	14q23.2
27134	TJP3	ZO-3|ZO3	19	19p13.3
27136	MORC1	CT33|MORC|ZCW6	3	3q13.13
27141	CIDEB	-	14	14q12
27143	PALD1	KIAA1274|PALD	10	10q22.1
27145	FILIP1	FILIP	6	6q14.1
27146	FAM184B	-	4	4p15.32-p15.31
27147	DENND2A	FAM31D|KIAA1277	7	7q34
27148	STK36	FU	2	2q35
27151	CPAMD8	ASGD8|K-CAP|VIP	19	19p13.11
27152	INTU	CPLANE4|INT|OFD17|PDZD6|PDZK6|SRTD20	4	4q28.1
27153	ZNF777	-	7	7q36.1
27154	BRPF3	-	6	6p21.31
27156	RSPH14	RTDR1	22	22q11.22-q11.23
27158	NDOR1	CIAE1|NR1|bA350O14.9	9	9q34.3
27159	CHIA	AMCASE|CHIT2|TSA1902	1	1p13.2
27160	INGX	ING1-like|ING2	X	Xq13.1
27161	AGO2	CASC7|EIF2C2|LINC00980|PPD|Q10	8	8q24.3
27163	NAAA	ASAHL|PLT	4	4q21.1
27164	SALL3	ZNF796	18	18q23
27165	GLS2	GA|GLS|LGA|hLGA	12	12q13.3
27166	PRELID1	CGI-106|PRELI|PX19|SBBI12	5	5q35.3
27170	COTL1P1	CLPSMCR	17	17p11.2
27173	SLC39A1	ZIP1|ZIRTL	1	1q21.3
27175	TUBG2	-	17	17q21.2
27177	IL36B	FIL1|FIL1-(ETA)|FIL1H|FILI-(ETA)|IL-1F8|IL-1H2|IL1-ETA|IL1F8|IL1H2	2	2q14.1
27178	IL37	FIL1|FIL1(ZETA)|FIL1Z|IL-1F7|IL-1H|IL-1H4|IL-1RP1|IL-37|IL1F7|IL1H4|IL1RP1	2	2q14.1
27179	IL36A	FIL1|FIL1(EPSILON)|FIL1E|IL-1F6|IL1(EPSILON)|IL1F6	2	2q14.1
27180	SIGLEC9	CD329|CDw329|FOAP-9|OBBP-LIKE|siglec-9	19	19q13.41
27181	SIGLEC8	SAF2|SIGLEC-8|SIGLEC8L	19	19q13.41
27183	VPS4A	SKD1|SKD1A|SKD2|VPS4|VPS4-1	16	16q22.1
27184	DISC2	DISC1-AS1|DISC1OS|NCRNA00015	1	1q42.2
27185	DISC1	C1orf136|SCZD9	1	1q42.2
27187	MOCS1P1	MOCS1P2	16	16q12.1
27189	IL17C	CX2|IL-17C	16	16q24.2
27190	IL17B	IL-17B|IL-20|NIRF|ZCYTO7	5	5q32
27192	TRAPPC2P6	SEDLP6	Y	Yq11.23
27193	TRAPPC2P5	SEDLP5	Y	Yq11.23
27194	TRAPPC2P4	SEDLP4	Y	Yq11.23
27195	TRAPPC2P3	SEDLP3	Y	Yq11.222
27196	TRAPPC2P2	SEDLP2	8	8q13.3
27197	GPR82	-	X	Xp11.4
27198	HCAR1	FKSG80|GPR104|GPR81|HCA1|LACR1|TA-GPCR|TAGPCR	12	12q24.31
27199	OXGR1	GPR80|GPR99|P2RY15|P2Y15|aKGR	13	13q32.1
27200	GPR79	GPR79P	3	3q25.32
27201	GPR78	-	4	4p16.1
27202	C5AR2	C5L2|GPF77|GPR77	19	19q13.32
27229	TUBGCP4	76P|GCP-4|GCP4|Grip76|MCCRP3	15	15q15.3
27230	SERP1	RAMP4	3	3q25.1
27231	NMRK2	ITGB1BP3|MIBP|NRK2	19	19p13.3
27232	GNMT	HEL-S-182mP	6	6p21.1
27233	SULT1C4	SULT1C|SULT1C2	2	2q12.3
27235	COQ2	CL640|COQ10D1|MSA1|PHB:PPT	4	4q21.22-q21.23
27236	ARFIP1	HSU52521	4	4q31.3
27237	ARHGEF16	GEF16|NBR	1	1p36.32
27238	GPKOW	GPATC5|GPATCH5|Spp2|T54	X	Xp11.23
27239	GPR162	A-2|GRCA	12	12p13.31
27240	SIT1	SIT|SIT-R	9	9p13.3
27241	BBS9	B1|C18|D1|PTHB1	7	7p14.3
27242	TNFRSF21	BM-018|CD358|DR6	6	6p12.3
27243	CHMP2A	BC-2|BC2|CHMP2|VPS2|VPS2A	19	19q13.43
27244	SESN1	PA26|SEST1	6	6q21
27245	AHDC1	MRD25	1	1p36.11-p35.3
27246	RNF115	BCA2|ZNF364	1	1q21.1
27247	NFU1	CGI-33|HIRIP|HIRIP5|MMDS1|NIFUC|Nfu|NifU	2	2p13.3
27248	ERLEC1	C2orf30|CIM|CL24936|CL25084|HEL117|XTP3-B|XTP3TPB	2	2p16.2
27249	MMADHC	C2orf25|CL25022|cblD	2	2q23.2
27250	PDCD4	H731	10	10q25.2
27252	KLHL20	KHLHX|KLEIP|KLHLX	1	1q25.1
27253	PCDH17	PCDH68|PCH68	13	13q21.1
27254	CSDC2	PIPPIN|dJ347H13.2	22	22q13.2
27255	CNTN6	NB3	3	3p26.3
27257	LSM1	CASM|YJL124C	8	8p11.23
27258	LSM3	SMX4|USS2|YLR438C	3	3p25.1
27259	HPLH1	FHL1|HLH1	9	9q21.3-q22
27283	TINAG	TIN-AG	6	6p12.1
27284	SULT1B1	ST1B1|ST1B2|SULT1B2	4	4q13.3
27285	TEKT2	TEKTB1|TEKTIN-T|h-tektin-t	1	1p34.3
27286	SRPX2	BPP|CBPS|PMGX|RESDX|SRPUL	X	Xq22.1
27287	VENTX	HPX42B|NA88A|VENTX2	10	10q26.3
27288	RBMXL2	HNRNPG-T|HNRNPGT|HNRPGT	11	11p15.4
27289	RND1	ARHS|RHO6|RHOS	12	12q13.12
27290	SPINK4	HEL136|PEC-60|PEC60	9	9p13.3
27291	R3HCC1L	C10orf28|GIDRP86|GIDRP88|PSORT	10	10q24.2
27292	DIMT1	DIM1|DIMT1L|HSA9761|HUSSY5	5	5q12.1
27293	SMPDL3B	ASML3B	1	1p35.3
27294	DHDH	2DD|HUM2DD	19	19q13.33
27295	PDLIM3	ALP	4	4q35.1
27296	TP53TG5	C20orf10|CLG01	20	20q13.12
27297	CRCP	CGRP-RCP|CGRPRCP|RCP|RCP9|RPC9	7	7q11.21
27299	ADAMDEC1	M12.219	8	8p21.2
27300	ZNF544	-	19	19q13.43
27301	APEX2	APE2|APEXL2|XTH2|ZGRF2	X	Xp11.21
27302	BMP10	-	2	2p13.3
27303	RBMS3	-	3	3p24.1
27304	MOCS3	UBA4	20	20q13.13
27306	HPGDS	GSTS|GSTS1|GSTS1-1|PGD2|PGDS	4	4q22.3
27309	ZNF330	HSA6591|NOA36	4	4q31.21
27314	RAB30	-	11	11q14.1
27315	PGAP2	CWH43-N|FRAG1|HPMRS3|MRT17|MRT21	11	11p15.4
27316	RBMX	HNRNPG|HNRPG|MRXS11|RBMXP1|RBMXRT|RNMX|hnRNP-G	X	Xq26.3
27319	BHLHE22	BHLHB5|Beta3|Beta3a|CAGL85|TNRC20	8	8q12.3
27320	TNRC18P2	TNRC18|TNRC18B	7	7q11.21
27321	TNRC17	CAGL234	2	2q21.3
27324	TOX3	CAGF9|TNRC9	16	16q12.1
27327	TNRC6A	CAGH26|GW1|GW182|TNRC6	16	16p12.1
27328	PCDH11X	PCDH-X|PCDH11|PCDHX|PPP1R119	X	Xq21.31
27329	ANGPTL3	ANG-5|ANGPT5|ANL3|FHBL2	1	1p31.3
27330	RPS6KA6	PP90RSK4|RSK-4|RSK4|S6K-alpha-6|p90RSK6	X	Xq21.1
27332	ZNF638	NP220|ZFML|Zfp638	2	2p13.3-p13.2
27333	GOLIM4	GIMPC|GOLPH4|GPP130|P138	3	3q26.2
27334	P2RY10	LYPSR2|P2Y10	X	Xq21.1
27335	EIF3K	ARG134|EIF3-p28|EIF3S12|HSPC029|M9|MSTP001|PLAC-24|PLAC24|PRO1474|PTD001	19	19q13.2
27336	HTATSF1	TAT-SF1|TATSF1|dJ196E23.2	X	Xq26.3
27338	UBE2S	E2-EPF|E2EPF|EPF5	19	19q13.42
27339	PRPF19	NMP200|PRP19|PSO4|SNEV|UBOX4|hPSO4	11	11q12.2
27340	UTP20	1A6/DRIM|DRIM	12	12q23.2
27341	RRP7A	BK126B4.3|CGI-96|Rrp7	22	22q13.2
27342	RABGEF1	RABEX5|RAP1|rabex-5	7	7q11.21
27343	POLL	BETAN|POLKAPPA	10	10q24.32
27344	PCSK1N	BigLEN|PEN|PROSAAS|SAAS|SCG8|SgVIII	X	Xp11.23
27345	KCNMB4	-	12	12q15
27346	TMEM97	MAC30	17	17q11.2
27347	STK39	DCHT|PASK|SPAK	2	2q24.3
27348	TOR1B	DQ1	9	9q34.11
27349	MCAT	FASN2C|MCT|MCT1|MT|NET62|fabD	22	22q13.2
27350	APOBEC3C	A3C|APOBEC1L|ARDC2|ARDC4|ARP5|PBI|bK150C2.3	22	22q13.1
27351	DESI1	D15Wsu75e|DESI2|DJ347H13.4|DeSI-1|FAM152B|PPPDE2	22	22q13.2
27352	SGSM3	CIP85|MAP|RABGAP5|RUSC3|RUTBC3|RabGAP-5|rabGAPLP	22	22q13.1
27429	HTRA2	MGCA8|OMI|PARK13|PRSS25	2	2p13.1
27430	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	5	5q34
27433	TOR2A	TORP1	9	9q34.11
27434	POLM	Pol Mu|Tdt-N	7	7p13
27436	EML4	C2orf2|ELP120|EMAP-4|EMAPL4|ROPP120	2	2p21
27437	HSFY1P1	CECR8|HSFYL1|HSFYP1|NCRNA00016	22	22q11.1
27439	TMEM121B	CECR6	22	22q11.1
27440	HDHD5	CECR5	22	22q11.1
27442	CECR3	-	22	22q11.1
27443	CECR2	-	22	22q11.1-q11.21
27445	PCLO	ACZ|PCH3	7	7q21.11
28227	PPP2R3B	NYREN8|PPP2R3L|PPP2R3LY|PR48|PR70	X|Y	Xp22.33 and Yp11.31
28231	SLCO4A1	OATP-E|OATP1|OATP4A1|OATPE|OATPRP1|POAT|SLC21A12	20	20q13.33
28232	SLCO3A1	OATP-D|OATP-RP3|OATP3A1|OATPD|OATPRP3|SLC21A11	15	15q26.1
28234	SLCO1B3	HBLRR|LST-2|LST-3TM13|LST3|OATP-8|OATP1B3|OATP8|SLC21A8	12	12p12.2
28299	IGKV1-5	IGKV|IGKV15|L12|L12a|V1	2	2p11.2
28300	IGHV3OR16-16	IGHV3OR1616	16	16p11.2
28301	IGHV3OR16-15	IGHV3OR1615	16	16p11.2
28304	IGHV3OR16-12	IGHV3OR1612	16	16p11.2
28305	IGHV3OR16-11	IGHV3OR1611	16	16p11.2
28306	IGHV3OR16-10	IGHV3OR1610	16	16p11.2
28307	IGHV3OR16-9	IGHV3OR169	16	16p11.2
28309	IGHV3OR16-7	IGH|IGHV|IGHV3/OR16-7|IGHV3OR167	16	16p11.2
28312	IGHV1OR16-4	IGHV1OR164	16	16p11.2
28313	IGHV1OR16-3	IGHV1OR163	16	16p11.2
28314	IGHV1OR16-2	IGHV1OR162	16	16p11.2
28315	IGHV1OR16-1	IGHV1OR161	16	16p11.2
28316	CDH20	CDH7L3|Cdh7	18	18q21.33
28317	IGHV4OR15-8	IGHV4OR158|VSIG6	15	15q11.2
28318	IGHV3OR15-7	IGHV3/OR15-7	15	15q11.1
28320	IGHV1OR15-6	IGHV1OR156	15	15q11.2
28326	IGHD5OR15-5B	IGHD5OR155B	15	15q11.2
28327	IGHD5OR15-5A	IGHD5OR155A	15	15q11.2
28328	IGHD4OR15-4B	IGHD4OR154B	15	15q11.2
28329	IGHD4OR15-4A	IGHD4OR154A	15	15q11.2
28330	IGHD3OR15-3B	IGHD3OR153B	15	15q11.2
28331	IGHD3OR15-3A	IGHD3OR153A	15	15q11.2
28332	IGHD2OR15-2B	IGHD2OR152B	15	15q11.2
28333	IGHD2OR15-2A	IGHD2OR152A	15	15q11.2
28334	IGHD1OR15-1B	IGHD1OR151B	15	15q11.2
28335	IGHD1OR15-1A	IGHD1OR151A	15	15q11.2
28337	IGHVIV-44-1	(IV)-44|4-44.1P|IGHVIV441	14	14q32.33
28338	IGHVIII-82	3-82P|IGHVIII82	14	14q32.33
28339	IGHVIII-76-1	3-76.1P|IGHVIII761	14	14q32.33
28340	IGHVIII-67-4	3-67.4P|IGHVIII674	14	14q32.33
28341	IGHVIII-67-3	3-67.3P|IGHV(III)-6|IGHVIII673	14	14q32.33
28342	IGHVIII-67-2	3-67.2P|IGHVIII672	14	14q32.33
28343	IGHVIII-51-1	3-51.1P|IGHVIII511	14	14q32.33
28344	IGHVIII-47-1	3-47.1P|IGHVIII471	14	14q32.33
28345	IGHVIII-44	3-44P|IGHVIII44	14	14q32.33
28346	IGHVIII-38-1	3-38.1P|38-1|IGHVIII381	14	14q32.33
28347	IGHVIII-26-1	3-26.1P|IGHVIII261	14	14q32.33
28348	IGHVIII-25-1	3-25.1P|IGHVIII251	14	14q32.33
28349	IGHVIII-22-2	3-22.2P|IGHVIII222	14	14q32.33
28350	IGHVIII-16-1	3-16.1P|IGHVIII161	14	14q32.33
28351	IGHVIII-13-1	3-13.1P|IGHVIII131	14	14q32.33
28352	IGHVIII-11-1	3-11.1P|IGHVIII111	14	14q32.33
28353	IGHVIII-5-2	3-05.2P|IGHVIII52	14	14q32.33
28354	IGHVIII-5-1	3-05.1P|IGHVIII51	14	14q32.33
28355	IGHVIII-2-1	3-02.1P|IGHVIII21	14	14q32.33
28356	IGHVII-78-1	4-78.1P|IGHVII781	14	14q32.33
28357	IGHVII-74-1	4-74.1P|IGHVII741	14	14q32.33
28358	IGHVII-67-1	4-67.1P|IGHVII671	14	14q32.33
28359	IGHVII-65-1	4-65.1P|IGHVII651	14	14q32.33
28360	IGHVII-62-1	4-62.1P|IGHVII621	14	14q32.33
28361	IGHVII-60-1	4-60.1P|IGHVII601	14	14q32.33
28362	IGHVII-53-1	4-53.1P|IGHVII531	14	14q32.33
28363	IGHVII-51-2	4-51.2P|IGHVII512	14	14q32.33
28364	IGHVII-49-1	4-49.1P|IGHVII491	14	14q32.33
28365	IGHVII-46-1	4-46.1P|IGHVII461	14	14q32.33
28366	IGHVII-44-2	4-44.2P|IGHVII442	14	14q32.33
28367	IGHVII-43-1	4-43.1P|IGHVII431	14	14q32.33
28368	IGHVII-40-1	4-40.1P|IGHVII401	14	14q32.33
28369	IGHVII-33-1	4-33.1P|IGHVII331	14	14q32.33
28370	IGHVII-31-1	4-31.1P|IGHVII311	14	14q32.33
28371	IGHVII-30-1	4-30.1P|IGHVII301	14	14q32.33
28372	IGHVII-28-1	4-28.1P|IGHVII281	14	14q32.33
28373	IGHVII-26-2	4-26.2P|IGHVII262	14	14q32.33
28374	IGHVII-22-1	4-22.1P|IGHVII221	14	14q32.33
28375	IGHVII-20-1	4-20.1P|IGHVII201	14	14q32.33
28376	IGHVII-15-1	4-15.1P|IGHVII151	14	14q32.33
28377	IGHVII-1-1	4-01.1P|IGHVII11	14	14q32.33
28378	IGHV7-81	IGHV781	14	14q32.33
28380	IGHV7-56	7-56P|IGHV756	14	14q32.33
28381	IGHV7-40	7-40P|IGHV740	14	14q32.33
28382	IGHV7-34-1	7-34.1P|IGHV7341	14	14q32.33
28383	IGHV7-27	7-27P|IGHV727	14	14q32.33
28385	IGHV6-1	IGHV61|VH	14	14q32.33
28386	IGHV5-10-1	IGHV5-A|IGHV5A	14	14q32.33
28387	IGHV5-78	5-78P|IGHV578|VH5	14	14q32.33
28388	IGHV5-51	IGHV551|VH	14	14q32.33
28389	IGHV4-38-2	IGHV4-B|IGHV4B	14	14q32.33
28390	IGHV4-80	4-80P|IGHV480	14	14q32.33
28391	IGHV4-61	IGHV461|VH	14	14q32.33
28392	IGHV4-59	IGHV459|VH	14	14q32.33
28393	IGHV4-55	4-55P|IGHV455	14	14q32.33
28394	IGHV4-39	IGHV439|VH	14	14q32.33
28395	IGHV4-34	IGHV434|VH	14	14q32.33
28396	IGHV4-31	IGHV431	14	14q32.33
28397	IGHV4-30-4	IGHV4-3|IGHV4304	14	14q32.33
28398	IGHV4-30-2	IGHV4-3|IGHV4302	14	14q32.33
28399	IGHV4-30-1	IGHV4-3	14	14q32.33
28400	IGHV4-28	IGHV428|VH	14	14q32.33
28401	IGHV4-4	IGHV44|VH	14	14q32.33
28402	IGHV3-69-1	IGH|IGHM|IGHV|IGHV3-11|IGHV3-H|IGHV3H|IgVH	14	14q32.33
28404	IGHV3-38-3	IGHV3-D|IGHV3D	14	14q32.33
28405	IGHV3-79	3-79P|IGHV379	14	14q32.33
28406	IGHV3-76	3-76P|IGHV376	14	14q32.33
28407	IGHV3-75	3-75P|IGHV375|VH3	14	14q32.33
28408	IGHV3-74	IGHV374|VH	14	14q32.33
28409	IGHV3-73	IGHV373|VH	14	14q32.33
28410	IGHV3-72	IGHV372|VH	14	14q32.33
28411	IGHV3-71	3-71P|IGHV3-G|IGHV371|IGHV3G	14	14q32.33
28412	IGHV3-66	IGHV366|VH	14	14q32.33
28413	IGHV3-65	3-65P|IGHV365	14	14q32.33
28414	IGHV3-64	IGHV364|VH	14	14q32.33
28415	IGHV3-63	IGHV363|V3-63P	14	14q32.33
28416	IGHV3-62	3-62P|IGHV362	14	14q32.33
28417	IGHV3-60	3-60P|IGHV360	14	14q32.33
28418	IGHV3-57	3-57P|IGHV357	14	14q32.33
28419	IGHV3-54	3-54P|IGHV354	14	14q32.33
28420	IGHV3-53	IGHV353|VH	14	14q32.33
28421	IGHV3-52	3-52P|IGHV352	14	14q32.33
28422	IGHV3-50	3-50P|IGHV350	14	14q32.33
28423	IGHV3-49	IGHV349|VH	14	14q32.33
28424	IGHV3-48	IGHV348|VH	14	14q32.33
28425	IGHV3-47	3-47P|IGHV347	14	14q32.33
28426	IGHV3-43	IGHV343|VH	14	14q32.33
28427	IGHV3-42	3-42P|IGHV342	14	14q32.33
28428	IGHV3-41	3-41P|IGHV341	14	14q32.33
28429	IGHV3-38	IGHV338|VH	14	14q32.33
28430	IGHV3-37	3-37P|IGHV337	14	14q32.33
28431	IGHV3-36	3-36P|IGHV336	14	14q32.33
28432	IGHV3-35	IGHV335|VH	14	14q32.33
28433	IGHV3-33-2	3-33.2P|IGHV3332	14	14q32.33
28434	IGHV3-33	IGHV333|VH	14	14q32.33
28435	IGHV3-32	3-32P|IGHV332	14	14q32.33
28438	IGHV3-30-2	3-30.2P|IGHV3302	14	14q32.33
28439	IGHV3-30	IGHV330|VH	14	14q32.33
28440	IGHV3-29	3-29P|IGHV329	14	14q32.33
28441	IGHV3-25	3-25P|IGHV325	14	14q32.33
28442	IGHV3-23	DP47|IGHV323|V3-23|VH26	14	14q32.33
28443	IGHV3-22	3-22P|IGHV322	14	14q32.33
28444	IGHV3-21	IGHV321|VH	14	14q32.33
28445	IGHV3-20	IGHV320|VH	14	14q32.33
28446	IGHV3-19	3-19P|IGHV319	14	14q32.33
28447	IGHV3-16	IGHV316|VH	14	14q32.33
28448	IGHV3-15	IGHV315|VH	14	14q32.33
28449	IGHV3-13	IGHV313	14	14q32.33
28450	IGHV3-11	IGHV311|VH	14	14q32.33
28451	IGHV3-9	IGHV39|VH	14	14q32.33
28452	IGHV3-7	IGHV37|VH	14	14q32.33
28453	IGHV3-6	3-06P|IGHV36	14	14q32.33
28454	IGHV2-70	IGHV270|VH	14	14q32.33
28455	IGHV2-26	IGHV226|VH	14	14q32.33
28456	IGHV2-10	2-10P|IGHV210	14	14q32.33
28457	IGHV2-5	IGHV25|VH	14	14q32.33
28458	IGHV1-69-2	IGHV1-F|IGHV1F	14	14q32.33
28460	IGHV1-38-4	IGHV1-C|IGHV1C	14	14q32.33
28461	IGHV1-69	IGHV1-E|IGHV169|IGHV1E	14	14q32.33
28462	IGHV1-68	1-68P|IGHV168	14	14q32.33
28463	IGHV1-67	1-67P|IGHV167	14	14q32.33
28464	IGHV1-58	IGHV158|VH	14	14q32.33
28465	IGHV1-46	IGHV146	14	14q32.33
28466	IGHV1-45	IGHV145|VH	14	14q32.33
28467	IGHV1-24	IGHV124|VH	14	14q32.33
28468	IGHV1-18	IGHV118	14	14q32.33
28469	IGHV1-17	1-17P|IGHV117	14	14q32.33
28470	IGHV1-14	1-14P|IGHV114	14	14q32.33
28471	IGHV1-12	1-12P|IGHV112	14	14q32.33
28472	IGHV1-8	IGHV18	14	14q32.33
28473	IGHV1-3	IGHV13|VI-3B	14	14q32.33
28474	IGHV1-2	IGHV12|V35	14	14q32.33
28475	IGHJ6	JH6b	14	14q32.33
28476	IGHJ5	JH5b	14	14q32.33
28477	IGHJ4	JH4b	14	14q32.33
28478	IGHJ3P	Jpsi3	14	14q32.33
28479	IGHJ3	JH3b	14	14q32.33
28480	IGHJ2P	Jpsi2	14	14q32.33
28481	IGHJ2	JH2	14	14q32.33
28482	IGHJ1P	J-psi-1|Jpsi1	14	14q32.33
28483	IGHJ1	JH1	14	14q32.33
28484	IGHD7-27	DHQ52|IGHD727	14	14q32.33
28485	IGHD6-25	IGHD625	14	14q32.33
28486	IGHD6-19	IGHD619	14	14q32.33
28487	IGHD6-13	DN1|IGHD613	14	14q32.33
28488	IGHD6-6	D(N4)|IGHD66	14	14q32.33
28489	IGHD5-24	IGHD524	14	14q32.33
28490	IGHD5-18	IGHD518	14	14q32.33
28491	IGHD5-12	DK1|IGHD512	14	14q32.33
28492	IGHD5-5	DK4|IGHD55	14	14q32.33
28493	IGHD4-23	IGHD423	14	14q32.33
28494	IGHD4-17	IGHD417	14	14q32.33
28495	IGHD4-11	DA1|IGHD411	14	14q32.33
28496	IGHD4-4	DA4|IGHD44	14	14q32.33
28497	IGHD3-22	IGHD322	14	14q32.33
28498	IGHD3-16	IGHD316	14	14q32.33
28499	IGHD3-10	DXP'1|IGHD310	14	14q32.33
28500	IGHD3-9	DXP1|IGHD39	14	14q32.33
28501	IGHD3-3	DXP4|IGHD33	14	14q32.33
28502	IGHD2-21	IGHD221	14	14q32.33
28503	IGHD2-15	D2|IGHD215	14	14q32.33
28504	IGHD2-8	DLR1|IGHD28	14	14q32.33
28505	IGHD2-2	IGHD22	14	14q32.33
28506	IGHD1-26	IGHD126	14	14q32.33
28507	IGHD1-20	IGHD120	14	14q32.33
28508	IGHD1-14	DM2|IGHD114	14	14q32.33
28509	IGHD1-7	DM1|IGHD17	14	14q32.33
28510	IGHD1-1	IGHD11	14	14q32.33
28511	NKIRAS2	KBRAS2|kappaB-Ras2	17	17q21.2
28512	NKIRAS1	KBRAS1|kappaB-Ras1	3	3p24.2
28513	CDH19	CDH7|CDH7L2	18	18q22.1
28514	DLL1	DELTA1|DL1|Delta	6	6q27
28515	HYPLIP2	FCHL2	11	11p
28516	TRDV3	hDV103S1	14	14q11.2
28517	TRDV2	hDV102S1	14	14q11.2
28518	TRDV1	hDV101S1	14	14q11.2
28519	TRDJ4	-	14	14q11.2
28520	TRDJ3	-	14	14q11.2
28521	TRDJ2	-	14	14q11.2
28522	TRDJ1	TCRD	14	14q11.2
28523	TRDD3	TCRD	14	14q11.2
28524	TRDD2	-	14	14q11.2
28525	TRDD1	-	14	14q11.2
28526	TRDC	TCRD	14	14q11.2
28552	TRBV23OR9-2	TCRBV19S2O|TCRBV23S2|TRBV23OR92	9	9p13.3
28555	TRBVB	TCRBV34S1	7	7q34
28556	TRBVA	TCRBV33S1	7	7q34
28557	TRBV30	TCRBV20S1A1N2|TCRBV30S1	7	7q34
28558	TRBV29-1	TCRBV29S1|TCRBV4S1A1T|TRBV291	7	7q34
28559	TRBV28	TCRBV28S1|TCRBV3S1	7	7q34
28560	TRBV27	TCRBV14S1|TCRBV27S1	7	7q34
28561	TRBV26	TCRBV26S1|TCRBV28S1P	7	7q34
28562	TRBV25-1	TCRBV11S1A1T|TCRBV25S1|TRBV251	7	7q34
28563	TRBV24-1	TCRBV15S1|TCRBV24S1|TRBV241	7	7q34
28564	TRBV23-1	TCRBV19S1P|TCRBV23S1|TRBV231	7	7q34
28565	TRBV22-1	TCRBV22S1|TCRBV29S1P|TRBV22	7	7q34
28566	TRBV21-1	TCRBV10S1P|TCRBV21S1|TRBV211	7	7q34
28567	TRBV20-1	TCRBV20S1|TCRBV2S1|TRBV201	7	7q34
28568	TRBV19	TCRBV17S1A1T|TCRBV19S1	7	7q34
28569	TRBV18	TCRBV18S1	7	7q34
28570	TRBV17	TCRBV17S1|TCRBV26S1P	7	7q34
28571	TRBV16	BV25S1J1.2|TCRB|TCRBV16S1|TCRBV25S1|TCRBV25S1A2PT	7	7q34
28572	TRBV15	TCRBV15S1|TCRBV24S1A3T	7	7q34
28573	TRBV14	TCRBV14S1|TCRBV16S1A1N1	7	7q34
28574	TRBV13	TCRBV13S1|TCRBV23S1A2T	7	7q34
28575	TRBV12-5	TCRBV12S5|TCRBV8S3|TRBV125	7	7q34
28576	TRBV12-4	TCRBV12S4|TCRBV8S2A1T|TRBV124	7	7q34
28577	TRBV12-3	TCRBV12S3|TCRBV8S1|TRBV123	7	7q34
28578	TRBV12-2	TCRBV12S2|TCRBV8S5P|TRBV122	7	7q34
28579	TRBV12-1	TCRBV12S1|TCRBV8S4P|TRBV121	7	7q34
28580	TRBV11-3	TCRBV11S3|TCRBV21S2A2|TRBV113	7	7q34
28581	TRBV11-2	TCRBV11S2|TCRBV21S3A2N2T|TRBV112	7	7q34
28582	TRBV11-1	TCRBV11S1|TCRBV21S1|TRBV111	7	7q34
28583	TRBV10-3	TCRBV10S3|TCRBV12S1A1N2|TRBV103	7	7q34
28584	TRBV10-2	TCRBV10S2|TCRBV12S3|TRBV102	7	7q34
28585	TRBV10-1	TCRBV10S1|TCRBV12S2|TCRBV12S2A1T|TRBV101	7	7q34
28586	TRBV9	TCRBV1S1A1N1|TCRBV9S1	7	7q34
28587	TRBV8-2	TCRBV32S1P|TRBV82	7	7q34
28588	TRBV8-1	TCRBV30S1P|TCRBV8S1P|TRBV81	7	7q34
28589	TRBV7-9	TCRB|TCRBV6S4A1|TCRBV7S9|TRBV79	7	7q34
28590	TRBV7-8	TCRBV6S2A1N1T|TCRBV7S8|TRBV78	7	7q34
28591	TRBV7-7	TCRBV6S6A2T|TCRBV7S7|TRBV77	7	7q34
28592	TRBV7-6	TCRBV6S3A1N1T|TCRBV7S6|TRBV76	7	7q34
28593	TRBV7-5	TCRBV6S9P|TCRBV7S5|TRBV75	7	7q34
28594	TRBV7-4	TCRBV6S8A2T|TCRBV7S4|TRBV74	7	7q34
28595	TRBV7-3	TCRBV6S1A1N1|TCRBV7S3|TRBV73	7	7q34
28596	TRBV7-2	TCRBV6S5A1N1|TCRBV6S5A2|TCRBV7S2|TRBV72	7	7q34
28597	TRBV7-1	TCRBV6S7P|TCRBV7S1|TRBV71	7	7q34
28598	TRBV6-9	TCRBV13S4|TCRBV6S9|TRBV69	7	7q34
28599	TRBV6-8	TCRBV13S7P|TCRBV6S8|TRBV68	7	7q34
28600	TRBV6-7	TCRBV13S8P|TCRBV6S7|TRBV67	7	7q34
28601	TRBV6-6	TCRBV13S6A2T|TCRBV6S6|TRBV66	7	7q34
28602	TRBV6-5	TCRBV13S1|TCRBV6S5|TRBV65	7	7q34
28603	TRBV6-4	TCRBV13S5|TCRBV6S4|TRBV64	7	7q34
